t_event_s,force_N,audio_rms_dbfs,audio_rms_linear,window_start_s,window_end_s
14.45,1.688,-15.04,0.177048,14.4,14.5
14.55,2.013,-14.69,0.184199,14.5,14.6
14.65,1.958,-14.45,0.189535,14.6,14.7
14.75,2.085,-14.74,0.183185,14.7,14.8
14.85,1.914,-15.32,0.17133,14.8,14.9
14.95,1.909,-15.63,0.165381,14.9,15.0
15.05,2.157,-15.67,0.164717,15.0,15.1
15.15,1.939,-15.89,0.160472,15.1,15.2
15.25,2.324,-15.56,0.166751,15.2,15.3
15.35,2.041,-15.61,0.165789,15.3,15.4
15.45,2.381,-15.62,0.165564,15.4,15.5
15.55,1.993,-15.53,0.167299,15.5,15.6
15.65,1.96,-15.05,0.17676,15.6,15.7
15.75,1.966,-15.04,0.176976,15.7,15.8
15.85,1.967,-15.22,0.173473,15.8,15.9
15.95,1.984,-15.25,0.172784,15.9,16.0
16.05,2.085,-15.11,0.175524,16.0,16.1
16.15,2.108,-14.72,0.183705,16.1,16.2
16.25,1.957,-14.7,0.184014,16.2,16.3
16.35,1.946,-14.72,0.183629,16.3,16.4
16.45,1.99,-15.2,0.173874,16.4,16.5
16.55,2.254,-15.4,0.169843,16.5,16.6
16.65,2.233,-15.52,0.167457,16.6,16.7
16.75,2.258,-15.39,0.170098,16.7,16.8
16.85,2.286,-15.58,0.166281,16.8,16.9
16.95,2.262,-15.63,0.165385,16.9,17.0
17.05,2.201,-15.91,0.160136,17.0,17.1
17.15,2.194,-16.17,0.15548,17.1,17.2
17.25,2.168,-16.2,0.154875,17.2,17.3
17.35,2.318,-15.73,0.163425,17.3,17.4
17.45,2.31,-15.82,0.161779,17.4,17.5
17.55,2.229,-15.37,0.170435,17.5,17.6
17.65,2.374,-15.06,0.176524,17.6,17.7
17.75,2.313,-15.3,0.17181,17.7,17.8
17.85,2.27,-14.96,0.178549,17.8,17.9
17.95,2.227,-15.49,0.168124,17.9,18.0
18.05,2.367,-15.5,0.167946,18.0,18.1
18.15,2.292,-15.44,0.169041,18.1,18.2
18.25,2.685,-15.22,0.173423,18.2,18.3
18.35,2.334,-15.34,0.170982,18.3,18.4
18.45,2.229,-15.16,0.174551,18.4,18.5
18.55,2.285,-14.73,0.183445,18.5,18.6
18.65,2.386,-14.84,0.181196,18.6,18.7
18.75,2.48,-14.85,0.180965,18.7,18.8
18.85,2.378,-14.74,0.183221,18.8,18.9
18.95,2.603,-13.93,0.201122,18.9,19.0
19.05,2.57,-13.96,0.20048,19.0,19.1
19.15,2.551,-13.86,0.202814,19.1,19.2
19.25,2.585,-13.79,0.204465,19.2,19.3
19.35,2.504,-13.72,0.20609,19.3,19.4
19.45,2.484,-13.57,0.209574,19.4,19.5
19.55,2.538,-13.98,0.200018,19.5,19.6
19.65,2.519,-14.03,0.198793,19.6,19.7
19.75,2.692,-14.27,0.193502,19.7,19.8
19.85,2.585,-14.15,0.196089,19.8,19.9
19.95,2.74,-14.39,0.190772,19.9,20.0
20.05,2.785,-14.1,0.197204,20.0,20.1
20.15,2.724,-13.81,0.203968,20.1,20.2
20.25,2.695,-13.58,0.209321,20.2,20.3
20.35,2.769,-13.33,0.215458,20.3,20.4
20.45,2.853,-12.96,0.224861,20.4,20.5
20.55,2.87,-12.6,0.234469,20.5,20.6
20.65,2.855,-12.29,0.242919,20.6,20.7
20.75,2.724,-12.35,0.241371,20.7,20.8
20.85,2.768,-12.54,0.236182,20.8,20.9
20.95,2.678,-12.49,0.237313,20.9,21.0
21.05,2.81,-12.23,0.244655,21.0,21.1
21.15,2.869,-11.92,0.253436,21.1,21.2
21.25,3.122,-12.27,0.243613,21.2,21.3
21.35,2.706,-12.18,0.246113,21.3,21.4
21.45,2.744,-12.31,0.242418,21.4,21.5
21.55,2.933,-12.32,0.242182,21.5,21.6
21.65,2.915,-12.2,0.245401,21.6,21.7
21.75,2.621,-12.06,0.249427,21.7,21.8
21.85,2.855,-12.29,0.242921,21.8,21.9
21.95,2.785,-12.32,0.242121,21.9,22.0
22.05,2.893,-12.05,0.249858,22.0,22.1
22.15,2.907,-12.24,0.24447,22.1,22.2
22.25,2.895,-12.11,0.247957,22.2,22.3
22.35,2.857,-12.06,0.249507,22.3,22.4
22.45,2.903,-12.2,0.245519,22.4,22.5
22.55,2.796,-12.23,0.244624,22.5,22.6
22.65,2.98,-12.35,0.241289,22.6,22.7
22.75,2.943,-12.12,0.247692,22.7,22.8
22.85,2.937,-12.37,0.240732,22.8,22.9
22.95,2.681,-12.18,0.245902,22.9,23.0
23.05,2.955,-12.19,0.245657,23.0,23.1
23.15,2.708,-12.25,0.244178,23.1,23.2
23.25,2.912,-12.34,0.241651,23.2,23.3
23.35,2.848,-12.27,0.243562,23.3,23.4
23.45,2.78,-12.29,0.243061,23.4,23.5
23.55,2.897,-12.55,0.235684,23.5,23.6
23.65,2.912,-13.4,0.213849,23.6,23.7
23.75,2.809,-13.06,0.222396,23.7,23.8
23.85,2.717,-13.02,0.223482,23.8,23.9
23.95,3.023,-12.67,0.232629,23.9,24.0
24.05,2.951,-12.58,0.234993,24.0,24.1
24.15,2.673,-12.36,0.24093,24.1,24.2
24.25,2.724,-12.66,0.232938,24.2,24.3
24.35,2.816,-12.61,0.234161,24.3,24.4
24.45,2.953,-12.4,0.239915,24.4,24.5
24.55,2.891,-12.52,0.236697,24.5,24.6
24.65,2.745,-12.31,0.242273,24.6,24.7
24.75,2.589,-12.56,0.23546,24.7,24.8
24.85,2.74,-12.35,0.241217,24.8,24.9
24.95,2.825,-12.26,0.243857,24.9,25.0
25.05,2.849,-12.2,0.245339,25.0,25.1
25.15,2.585,-12.88,0.226968,25.1,25.2
25.25,2.891,-12.7,0.231674,25.2,25.3
25.35,2.83,-12.52,0.236617,25.3,25.4
25.45,2.884,-12.25,0.244138,25.4,25.5
25.55,2.894,-12.13,0.247507,25.5,25.6
25.65,2.769,-12.0,0.251059,25.6,25.7
25.75,2.767,-12.32,0.242163,25.7,25.8
25.85,2.83,-12.04,0.250094,25.8,25.9
25.95,2.759,-12.23,0.244493,25.9,26.0
26.05,2.754,-12.26,0.24377,26.0,26.1
26.15,2.752,-12.33,0.241803,26.1,26.2
26.25,2.89,-12.32,0.242133,26.2,26.3
26.35,2.922,-12.34,0.241502,26.3,26.4
26.45,2.834,-12.56,0.235401,26.4,26.5
26.55,2.77,-12.41,0.239515,26.5,26.6
26.65,2.811,-12.47,0.238058,26.6,26.7
26.75,2.929,-12.32,0.242168,26.7,26.8
26.85,2.774,-12.41,0.239475,26.8,26.9
26.95,2.81,-12.2,0.245544,26.9,27.0
27.05,2.727,-12.48,0.237624,27.0,27.1
27.15,2.749,-12.51,0.236756,27.1,27.2
27.25,2.912,-12.53,0.236199,27.2,27.3
27.35,3.133,-12.31,0.242513,27.3,27.4
27.45,2.798,-12.36,0.240877,27.4,27.5
27.55,2.895,-12.4,0.239923,27.5,27.6
27.65,2.03,-16.29,0.153226,27.6,27.7
27.75,1.464,-18.12,0.124231,27.7,27.8
27.85,1.147,-13.89,0.202007,27.8,27.9
27.95,0.654,-22.44,0.075483,27.9,28.0
28.05,0.456,-21.04,0.088688,28.0,28.1
28.15,0.593,-19.19,0.109806,28.1,28.2
28.25,0.31,-18.73,0.115701,28.2,28.3
28.35,0.168,-23.01,0.070714,28.3,28.4
28.45,0.16,-21.14,0.087743,28.4,28.5
28.55,0.134,-19.58,0.104967,28.5,28.6
