event_id,pc_time_iso,pc_elapsed_s,stm32_time_ms,force_N,raw_line
1,2026-01-10T23:22:22.501250,18.074652699753642,75070,0.422,"Load=0.422 N, t=75070 ms"
1,2026-01-10T23:22:22.510481,18.083883899264038,75080,0.361,"Load=0.361 N, t=75080 ms"
1,2026-01-10T23:22:22.521365,18.09476889949292,75090,0.682,"Load=0.682 N, t=75090 ms"
1,2026-01-10T23:22:22.530376,18.103780599310994,75100,0.512,"Load=0.512 N, t=75100 ms"
1,2026-01-10T23:22:22.540412,18.11380979977548,75110,0.573,"Load=0.573 N, t=75110 ms"
1,2026-01-10T23:22:22.550442,18.12384539935738,75120,0.547,"Load=0.547 N, t=75120 ms"
1,2026-01-10T23:22:22.561392,18.134795599617064,75130,0.555,"Load=0.555 N, t=75130 ms"
1,2026-01-10T23:22:22.571358,18.144760799594223,75140,0.43,"Load=0.430 N, t=75140 ms"
1,2026-01-10T23:22:22.580566,18.15396839939058,75150,0.419,"Load=0.419 N, t=75150 ms"
1,2026-01-10T23:22:22.590307,18.16370979975909,75160,0.351,"Load=0.351 N, t=75160 ms"
1,2026-01-10T23:22:22.600381,18.173783099278808,75170,0.697,"Load=0.697 N, t=75170 ms"
1,2026-01-10T23:22:22.610338,18.183741400018334,75180,0.526,"Load=0.526 N, t=75180 ms"
1,2026-01-10T23:22:22.621245,18.194648699834943,75190,0.542,"Load=0.542 N, t=75190 ms"
1,2026-01-10T23:22:22.631386,18.204788899980485,75200,0.494,"Load=0.494 N, t=75200 ms"
1,2026-01-10T23:22:22.641273,18.214676399715245,75210,0.607,"Load=0.607 N, t=75210 ms"
1,2026-01-10T23:22:22.650744,18.224145099520683,75220,0.63,"Load=0.630 N, t=75220 ms"
1,2026-01-10T23:22:22.660369,18.23377149924636,75230,0.516,"Load=0.516 N, t=75230 ms"
1,2026-01-10T23:22:22.670371,18.24377349950373,75240,0.963,"Load=0.963 N, t=75240 ms"
1,2026-01-10T23:22:22.681320,18.254722899757326,75250,0.703,"Load=0.703 N, t=75250 ms"
1,2026-01-10T23:22:22.691287,18.264690299518406,75260,0.457,"Load=0.457 N, t=75260 ms"
1,2026-01-10T23:22:22.701257,18.274658599868417,75270,0.532,"Load=0.532 N, t=75270 ms"
1,2026-01-10T23:22:22.711367,18.284768799319863,75280,0.843,"Load=0.843 N, t=75280 ms"
1,2026-01-10T23:22:22.720399,18.293802299536765,75290,0.418,"Load=0.418 N, t=75290 ms"
1,2026-01-10T23:22:22.730382,18.30378509964794,75300,0.471,"Load=0.471 N, t=75300 ms"
1,2026-01-10T23:22:22.741398,18.314799499697983,75310,0.534,"Load=0.534 N, t=75310 ms"
1,2026-01-10T23:22:22.741398,18.314799499697983,75310,0.534,"Load=0.534 N, t=75310 ms"
1,2026-01-10T23:22:22.751365,18.324767999351025,75320,0.44,"Load=0.440 N, t=75320 ms"
1,2026-01-10T23:22:22.761304,18.33470629993826,75330,0.445,"Load=0.445 N, t=75330 ms"
1,2026-01-10T23:22:22.771365,18.344767899252474,75340,0.578,"Load=0.578 N, t=75340 ms"
1,2026-01-10T23:22:22.781350,18.354752499610186,75350,0.35,"Load=0.350 N, t=75350 ms"
1,2026-01-10T23:22:22.790459,18.363861799240112,75360,0.4,"Load=0.400 N, t=75360 ms"
1,2026-01-10T23:22:22.801369,18.37477139942348,75370,0.535,"Load=0.535 N, t=75370 ms"
1,2026-01-10T23:22:22.811342,18.38474449981004,75380,0.499,"Load=0.499 N, t=75380 ms"
1,2026-01-10T23:22:22.821263,18.39466500002891,75390,0.366,"Load=0.366 N, t=75390 ms"
1,2026-01-10T23:22:22.831318,18.404720899648964,75400,0.549,"Load=0.549 N, t=75400 ms"
1,2026-01-10T23:22:22.841392,18.414794999174774,75410,0.542,"Load=0.542 N, t=75410 ms"
1,2026-01-10T23:22:22.851322,18.424724399112165,75420,0.793,"Load=0.793 N, t=75420 ms"
1,2026-01-10T23:22:22.861328,18.434730099514127,75430,0.546,"Load=0.546 N, t=75430 ms"
1,2026-01-10T23:22:22.871328,18.444730299524963,75440,1.125,"Load=1.125 N, t=75440 ms"
1,2026-01-10T23:22:22.881362,18.454764899797738,75450,0.379,"Load=0.379 N, t=75450 ms"
1,2026-01-10T23:22:22.891247,18.46464919950813,75460,0.546,"Load=0.546 N, t=75460 ms"
1,2026-01-10T23:22:22.901295,18.474696999415755,75470,0.7,"Load=0.700 N, t=75470 ms"
1,2026-01-10T23:22:22.911254,18.48465619981289,75480,0.581,"Load=0.581 N, t=75480 ms"
1,2026-01-10T23:22:22.921330,18.494731699116528,75490,0.436,"Load=0.436 N, t=75490 ms"
1,2026-01-10T23:22:22.931508,18.50491019990295,75500,0.471,"Load=0.471 N, t=75500 ms"
1,2026-01-10T23:22:22.941409,18.514810499735177,75510,0.46,"Load=0.460 N, t=75510 ms"
1,2026-01-10T23:22:22.951267,18.524668699130416,75520,0.41,"Load=0.410 N, t=75520 ms"
1,2026-01-10T23:22:22.961298,18.53469989914447,75530,0.516,"Load=0.516 N, t=75530 ms"
1,2026-01-10T23:22:22.971516,18.544917199760675,75540,0.567,"Load=0.567 N, t=75540 ms"
