event_id,pc_time_iso,pc_elapsed_s,stm32_time_ms,force_N,raw_line
1,2026-01-10T23:24:19.561728,15.457248999737203,191950,0.284,"Load=0.284 N, t=191950 ms"
1,2026-01-10T23:24:19.571688,15.467208299785852,191960,0.498,"Load=0.498 N, t=191960 ms"
1,2026-01-10T23:24:19.581644,15.477164800278842,191970,0.331,"Load=0.331 N, t=191970 ms"
1,2026-01-10T23:24:19.591688,15.487208500504494,191980,0.489,"Load=0.489 N, t=191980 ms"
1,2026-01-10T23:24:19.601659,15.497179999947548,191990,0.324,"Load=0.324 N, t=191990 ms"
1,2026-01-10T23:24:19.611730,15.507250900380313,192000,0.337,"Load=0.337 N, t=192000 ms"
1,2026-01-10T23:24:19.621696,15.517216400243342,192010,0.426,"Load=0.426 N, t=192010 ms"
1,2026-01-10T23:24:19.631699,15.52721989993006,192020,0.495,"Load=0.495 N, t=192020 ms"
1,2026-01-10T23:24:19.641825,15.537344699725509,192030,0.393,"Load=0.393 N, t=192030 ms"
1,2026-01-10T23:24:19.651672,15.547192299738526,192040,0.249,"Load=0.249 N, t=192040 ms"
1,2026-01-10T23:24:19.661761,15.557281100191176,192050,0.409,"Load=0.409 N, t=192050 ms"
1,2026-01-10T23:24:19.671672,15.567191200330853,192060,0.492,"Load=0.492 N, t=192060 ms"
1,2026-01-10T23:24:19.681813,15.577332899905741,192070,0.422,"Load=0.422 N, t=192070 ms"
1,2026-01-10T23:24:19.691774,15.587293500080705,192080,0.629,"Load=0.629 N, t=192080 ms"
1,2026-01-10T23:24:19.701710,15.597229300066829,192090,0.545,"Load=0.545 N, t=192090 ms"
1,2026-01-10T23:24:19.711662,15.60718229971826,192100,0.499,"Load=0.499 N, t=192100 ms"
1,2026-01-10T23:24:19.721788,15.617307799868286,192110,0.44,"Load=0.440 N, t=192110 ms"
1,2026-01-10T23:24:19.731789,15.627308400347829,192120,0.501,"Load=0.501 N, t=192120 ms"
1,2026-01-10T23:24:19.741779,15.637299000285566,192130,0.594,"Load=0.594 N, t=192130 ms"
1,2026-01-10T23:24:19.751790,15.647308399900794,192140,0.476,"Load=0.476 N, t=192140 ms"
1,2026-01-10T23:24:19.761776,15.657296299934387,192150,0.427,"Load=0.427 N, t=192150 ms"
1,2026-01-10T23:24:19.771842,15.667362700216472,192160,0.772,"Load=0.772 N, t=192160 ms"
1,2026-01-10T23:24:19.781675,15.677194200456142,192170,0.634,"Load=0.634 N, t=192170 ms"
1,2026-01-10T23:24:19.791740,15.687259799800813,192180,0.549,"Load=0.549 N, t=192180 ms"
1,2026-01-10T23:24:19.801663,15.697183100506663,192190,0.612,"Load=0.612 N, t=192190 ms"
1,2026-01-10T23:24:19.801663,15.697183100506663,192190,0.612,"Load=0.612 N, t=192190 ms"
1,2026-01-10T23:24:19.811660,15.707179999910295,192200,0.596,"Load=0.596 N, t=192200 ms"
1,2026-01-10T23:24:19.821679,15.717198200523853,192210,0.552,"Load=0.552 N, t=192210 ms"
1,2026-01-10T23:24:19.831676,15.727195699699223,192220,0.454,"Load=0.454 N, t=192220 ms"
1,2026-01-10T23:24:19.841780,15.737300300039351,192230,0.485,"Load=0.485 N, t=192230 ms"
1,2026-01-10T23:24:19.851684,15.747203700244427,192240,0.528,"Load=0.528 N, t=192240 ms"
1,2026-01-10T23:24:19.861723,15.757242600433528,192250,0.581,"Load=0.581 N, t=192250 ms"
1,2026-01-10T23:24:19.871705,15.767224700190127,192260,0.445,"Load=0.445 N, t=192260 ms"
1,2026-01-10T23:24:19.881716,15.777235699817538,192270,0.358,"Load=0.358 N, t=192270 ms"
1,2026-01-10T23:24:19.891698,15.787217100150883,192280,0.334,"Load=0.334 N, t=192280 ms"
1,2026-01-10T23:24:19.901710,15.79722910001874,192290,0.718,"Load=0.718 N, t=192290 ms"
1,2026-01-10T23:24:19.912699,15.808217500336468,192300,0.364,"Load=0.364 N, t=192300 ms"
1,2026-01-10T23:24:19.922693,15.818212600424886,192310,0.989,"Load=0.989 N, t=192310 ms"
1,2026-01-10T23:24:19.932661,15.82818020042032,192320,0.482,"Load=0.482 N, t=192320 ms"
1,2026-01-10T23:24:19.942789,15.838307600468397,192330,0.374,"Load=0.374 N, t=192330 ms"
1,2026-01-10T23:24:19.952674,15.848191999830306,192340,0.682,"Load=0.682 N, t=192340 ms"
1,2026-01-10T23:24:19.962670,15.858189400285482,192350,0.386,"Load=0.386 N, t=192350 ms"
1,2026-01-10T23:24:19.972659,15.868178100325167,192360,0.643,"Load=0.643 N, t=192360 ms"
1,2026-01-10T23:24:19.982691,15.878209199756384,192370,0.244,"Load=0.244 N, t=192370 ms"
1,2026-01-10T23:24:19.992775,15.888294099830091,192380,0.532,"Load=0.532 N, t=192380 ms"
1,2026-01-10T23:24:20.002692,15.898210200481117,192390,0.447,"Load=0.447 N, t=192390 ms"
1,2026-01-10T23:24:20.012728,15.908247100189328,192400,0.329,"Load=0.329 N, t=192400 ms"
1,2026-01-10T23:24:20.022692,15.918210299685597,192410,0.422,"Load=0.422 N, t=192410 ms"
1,2026-01-10T23:24:20.032767,15.928286099806428,192420,0.532,"Load=0.532 N, t=192420 ms"
1,2026-01-10T23:24:20.042709,15.938227300532162,192430,0.351,"Load=0.351 N, t=192430 ms"
1,2026-01-10T23:24:20.052647,15.948166100308299,192440,0.786,"Load=0.786 N, t=192440 ms"
1,2026-01-10T23:24:20.062713,15.958232199773192,192450,0.878,"Load=0.878 N, t=192450 ms"
1,2026-01-10T23:24:20.072717,15.968235899694264,192460,0.501,"Load=0.501 N, t=192460 ms"
1,2026-01-10T23:24:20.082735,15.97825330030173,192470,0.444,"Load=0.444 N, t=192470 ms"
1,2026-01-10T23:24:20.092753,15.988271799869835,192480,0.621,"Load=0.621 N, t=192480 ms"
1,2026-01-10T23:24:20.102678,15.998196000233293,192490,0.474,"Load=0.474 N, t=192490 ms"
1,2026-01-10T23:24:20.112688,16.008206999860704,192500,0.449,"Load=0.449 N, t=192500 ms"
1,2026-01-10T23:24:20.122814,16.01833300013095,192510,0.431,"Load=0.431 N, t=192510 ms"
1,2026-01-10T23:24:20.132776,16.028294499963522,192520,0.52,"Load=0.520 N, t=192520 ms"
1,2026-01-10T23:24:20.142691,16.03820830024779,192530,0.338,"Load=0.338 N, t=192530 ms"
1,2026-01-10T23:24:20.152716,16.04823449999094,192540,0.627,"Load=0.627 N, t=192540 ms"
1,2026-01-10T23:24:20.162689,16.058207199908793,192550,0.414,"Load=0.414 N, t=192550 ms"
1,2026-01-10T23:24:20.172769,16.068287800066173,192560,0.492,"Load=0.492 N, t=192560 ms"
1,2026-01-10T23:24:20.182710,16.078228400088847,192570,0.395,"Load=0.395 N, t=192570 ms"
1,2026-01-10T23:24:20.192686,16.088204899802804,192580,0.63,"Load=0.630 N, t=192580 ms"
1,2026-01-10T23:24:20.202716,16.098233999684453,192590,0.406,"Load=0.406 N, t=192590 ms"
1,2026-01-10T23:24:20.212671,16.108189799822867,192600,0.474,"Load=0.474 N, t=192600 ms"
1,2026-01-10T23:24:20.222711,16.118228799663484,192610,0.414,"Load=0.414 N, t=192610 ms"
1,2026-01-10T23:24:20.232707,16.12822480034083,192620,0.497,"Load=0.497 N, t=192620 ms"
1,2026-01-10T23:24:20.242666,16.138183999806643,192630,0.702,"Load=0.702 N, t=192630 ms"
1,2026-01-10T23:24:20.252670,16.148188199847937,192640,0.398,"Load=0.398 N, t=192640 ms"
1,2026-01-10T23:24:20.262701,16.15821889974177,192650,0.652,"Load=0.652 N, t=192650 ms"
1,2026-01-10T23:24:20.272758,16.168276299722493,192660,0.521,"Load=0.521 N, t=192660 ms"
1,2026-01-10T23:24:20.282726,16.17824380006641,192670,0.647,"Load=0.647 N, t=192670 ms"
1,2026-01-10T23:24:20.292682,16.188199000433087,192680,0.597,"Load=0.597 N, t=192680 ms"
1,2026-01-10T23:24:20.302725,16.19824230019003,192690,0.545,"Load=0.545 N, t=192690 ms"
1,2026-01-10T23:24:20.312651,16.208169599995017,192700,0.53,"Load=0.530 N, t=192700 ms"
1,2026-01-10T23:24:20.322802,16.218319199979305,192710,0.326,"Load=0.326 N, t=192710 ms"
1,2026-01-10T23:24:20.332695,16.228212700225413,192720,0.679,"Load=0.679 N, t=192720 ms"
1,2026-01-10T23:24:20.342697,16.238214399665594,192730,0.603,"Load=0.603 N, t=192730 ms"
1,2026-01-10T23:24:20.352761,16.24827880039811,192740,0.401,"Load=0.401 N, t=192740 ms"
1,2026-01-10T23:24:20.362737,16.258255200460553,192750,0.503,"Load=0.503 N, t=192750 ms"
1,2026-01-10T23:24:20.372734,16.26825140044093,192760,0.58,"Load=0.580 N, t=192760 ms"
1,2026-01-10T23:24:20.382718,16.27823629975319,192770,0.334,"Load=0.334 N, t=192770 ms"
1,2026-01-10T23:24:20.392737,16.288255100138485,192780,0.343,"Load=0.343 N, t=192780 ms"
1,2026-01-10T23:24:20.402715,16.298232899978757,192790,0.625,"Load=0.625 N, t=192790 ms"
1,2026-01-10T23:24:20.412782,16.308299999684095,192800,0.769,"Load=0.769 N, t=192800 ms"
1,2026-01-10T23:24:20.422731,16.318249099887908,192810,0.492,"Load=0.492 N, t=192810 ms"
1,2026-01-10T23:24:20.432763,16.328280299901962,192820,0.516,"Load=0.516 N, t=192820 ms"
1,2026-01-10T23:24:20.442721,16.338238900527358,192830,0.558,"Load=0.558 N, t=192830 ms"
1,2026-01-10T23:24:20.452713,16.34823019988835,192840,0.351,"Load=0.351 N, t=192840 ms"
1,2026-01-10T23:24:20.462741,16.35825810022652,192850,0.492,"Load=0.492 N, t=192850 ms"
1,2026-01-10T23:24:20.472732,16.36824920028448,192860,0.613,"Load=0.613 N, t=192860 ms"
1,2026-01-10T23:24:20.482797,16.378314499743283,192870,0.395,"Load=0.395 N, t=192870 ms"
1,2026-01-10T23:24:20.492810,16.388327499851584,192880,0.29,"Load=0.290 N, t=192880 ms"
1,2026-01-10T23:24:20.502708,16.398225200362504,192890,0.335,"Load=0.335 N, t=192890 ms"
1,2026-01-10T23:24:20.513792,16.409309200011194,192900,0.471,"Load=0.471 N, t=192900 ms"
1,2026-01-10T23:24:20.523782,16.41929899994284,192910,0.387,"Load=0.387 N, t=192910 ms"
1,2026-01-10T23:24:20.533630,16.429146399721503,192920,0.543,"Load=0.543 N, t=192920 ms"
1,2026-01-10T23:24:20.543716,16.43923099990934,192930,0.545,"Load=0.545 N, t=192930 ms"
1,2026-01-10T23:24:20.553703,16.44922070018947,192940,0.397,"Load=0.397 N, t=192940 ms"
1,2026-01-10T23:24:20.563646,16.45916370023042,192950,0.576,"Load=0.576 N, t=192950 ms"
1,2026-01-10T23:24:20.573678,16.46919470001012,192960,0.436,"Load=0.436 N, t=192960 ms"
1,2026-01-10T23:24:20.583666,16.479182300157845,192970,0.509,"Load=0.509 N, t=192970 ms"
1,2026-01-10T23:24:20.593646,16.48916279990226,192980,0.467,"Load=0.467 N, t=192980 ms"
1,2026-01-10T23:24:20.603809,16.499326299875975,192990,0.588,"Load=0.588 N, t=192990 ms"
1,2026-01-10T23:24:20.613709,16.509225900284946,193000,0.682,"Load=0.682 N, t=193000 ms"
1,2026-01-10T23:24:20.623706,16.51922310050577,193010,0.352,"Load=0.352 N, t=193010 ms"
1,2026-01-10T23:24:20.633716,16.529231199994683,193020,0.444,"Load=0.444 N, t=193020 ms"
1,2026-01-10T23:24:20.643758,16.539274300448596,193030,0.471,"Load=0.471 N, t=193030 ms"
1,2026-01-10T23:24:20.653745,16.549261800013483,193040,0.444,"Load=0.444 N, t=193040 ms"
1,2026-01-10T23:24:20.663717,16.559233900159597,193050,0.478,"Load=0.478 N, t=193050 ms"
1,2026-01-10T23:24:20.673633,16.56914969999343,193060,0.52,"Load=0.520 N, t=193060 ms"
1,2026-01-10T23:24:20.683762,16.579278900288045,193070,0.564,"Load=0.564 N, t=193070 ms"
1,2026-01-10T23:24:20.693667,16.589183799922466,193080,0.609,"Load=0.609 N, t=193080 ms"
1,2026-01-10T23:24:20.703642,16.599158700555563,193090,0.475,"Load=0.475 N, t=193090 ms"
1,2026-01-10T23:24:20.713638,16.609154500067234,193100,0.524,"Load=0.524 N, t=193100 ms"
1,2026-01-10T23:24:20.723841,16.619354600086808,193110,0.45,"Load=0.450 N, t=193110 ms"
1,2026-01-10T23:24:20.733658,16.62917419988662,193120,0.541,"Load=0.541 N, t=193120 ms"
1,2026-01-10T23:24:20.743767,16.63928330037743,193130,0.465,"Load=0.465 N, t=193130 ms"
1,2026-01-10T23:24:20.753663,16.649180400185287,193140,0.426,"Load=0.426 N, t=193140 ms"
1,2026-01-10T23:24:20.763716,16.659231999889016,193150,0.387,"Load=0.387 N, t=193150 ms"
1,2026-01-10T23:24:20.773731,16.66924810037017,193160,0.51,"Load=0.510 N, t=193160 ms"
1,2026-01-10T23:24:20.783721,16.679237199947238,193170,0.484,"Load=0.484 N, t=193170 ms"
1,2026-01-10T23:24:20.793824,16.689340299926698,193180,0.545,"Load=0.545 N, t=193180 ms"
1,2026-01-10T23:24:20.803673,16.6991894999519,193190,0.453,"Load=0.453 N, t=193190 ms"
1,2026-01-10T23:24:20.813676,16.70919239986688,193200,0.469,"Load=0.469 N, t=193200 ms"
1,2026-01-10T23:24:20.823709,16.7192251002416,193210,0.383,"Load=0.383 N, t=193210 ms"
1,2026-01-10T23:24:20.833760,16.729276600293815,193220,0.405,"Load=0.405 N, t=193220 ms"
1,2026-01-10T23:24:20.843798,16.73931450024247,193230,0.684,"Load=0.684 N, t=193230 ms"
1,2026-01-10T23:24:20.853708,16.74922399967909,193240,0.585,"Load=0.585 N, t=193240 ms"
1,2026-01-10T23:24:20.863648,16.75916379969567,193250,0.613,"Load=0.613 N, t=193250 ms"
1,2026-01-10T23:24:20.873724,16.769240600056946,193260,0.542,"Load=0.542 N, t=193260 ms"
1,2026-01-10T23:24:20.883747,16.77926279976964,193270,0.636,"Load=0.636 N, t=193270 ms"
1,2026-01-10T23:24:20.893694,16.789208800531924,193280,0.457,"Load=0.457 N, t=193280 ms"
1,2026-01-10T23:24:20.903689,16.799204099923372,193290,0.47,"Load=0.470 N, t=193290 ms"
1,2026-01-10T23:24:20.913741,16.80925610009581,193300,0.899,"Load=0.899 N, t=193300 ms"
1,2026-01-10T23:24:20.923788,16.819303300231695,193310,0.472,"Load=0.472 N, t=193310 ms"
1,2026-01-10T23:24:20.933658,16.829173900187016,193320,0.927,"Load=0.927 N, t=193320 ms"
