t_event_s,force_N,audio_rms_dbfs,audio_rms_linear,window_start_s,window_end_s
26.15,3.908,-12.11,0.24795,26.1,26.2
26.25,3.325,-12.03,0.250392,26.2,26.3
26.35,3.794,-12.09,0.248548,26.3,26.4
26.45,3.815,-11.98,0.251716,26.4,26.5
26.55,3.421,-11.99,0.251476,26.5,26.6
26.65,3.808,-12.16,0.246733,26.6,26.7
26.75,3.642,-12.14,0.247191,26.7,26.8
26.85,3.468,-12.14,0.247031,26.8,26.9
26.95,3.872,-12.06,0.249388,26.9,27.0
27.05,3.478,-11.92,0.253404,27.0,27.1
27.15,3.596,-12.09,0.248497,27.1,27.2
27.25,3.95,-12.12,0.247832,27.2,27.3
27.35,3.475,-12.07,0.249065,27.3,27.4
27.45,3.803,-11.96,0.252423,27.4,27.5
27.55,3.755,-12.01,0.25087,27.5,27.6
27.65,3.375,-12.32,0.242103,27.6,27.7
27.75,3.865,-12.27,0.243378,27.7,27.8
27.85,3.829,-12.34,0.241465,27.8,27.9
27.95,3.498,-12.15,0.246883,27.9,28.0
28.05,4.097,-12.02,0.250582,28.0,28.1
28.15,3.437,-12.17,0.246381,28.1,28.2
28.25,3.821,-12.0,0.251161,28.2,28.3
28.35,3.954,-11.72,0.259334,28.3,28.4
28.45,3.364,-11.95,0.252781,28.4,28.5
28.55,3.736,-11.99,0.251401,28.5,28.6
28.65,3.644,-11.88,0.254658,28.6,28.7
28.75,3.682,-12.02,0.250597,28.7,28.8
28.85,4.016,-11.77,0.257816,28.8,28.9
28.95,3.769,-12.03,0.250311,28.9,29.0
29.05,3.45,-12.0,0.251138,29.0,29.1
29.15,3.838,-11.92,0.25347,29.1,29.2
29.25,3.473,-11.97,0.252155,29.2,29.3
29.35,3.823,-12.03,0.250416,29.3,29.4
29.45,3.728,-11.84,0.255924,29.4,29.5
29.55,3.48,-12.01,0.250764,29.5,29.6
29.65,3.848,-12.02,0.25062,29.6,29.7
29.75,3.823,-12.08,0.248877,29.7,29.8
29.85,3.435,-11.81,0.256883,29.8,29.9
29.95,4.008,-12.0,0.251206,29.9,30.0
30.05,3.704,-11.93,0.253179,30.0,30.1
30.15,3.618,-12.01,0.250805,30.1,30.2
30.25,3.85,-11.96,0.252307,30.2,30.3
30.35,3.302,-11.98,0.251859,30.3,30.4
30.45,3.37,-13.48,0.211881,30.4,30.5
30.55,2.318,-18.29,0.121818,30.5,30.6
30.65,1.533,-14.12,0.196789,30.6,30.7
30.75,1.26,-18.1,0.124407,30.7,30.8
30.85,0.889,-21.82,0.081071,30.8,30.9
30.95,0.813,-20.53,0.094108,30.9,31.0
31.05,0.431,-18.1,0.124517,31.0,31.1
31.15,0.392,-21.61,0.083071,31.1,31.2
31.25,0.244,-21.02,0.088878,31.2,31.3
31.35,0.238,-20.77,0.091468,31.3,31.4
31.45,0.214,-22.47,0.07527,31.4,31.5
