t_event_s,force_N,audio_rms_dbfs,audio_rms_linear,window_start_s,window_end_s
5.05,0.73,-21.07,0.08845,5.0,5.1
5.15,0.815,-22.24,0.077299,5.1,5.2
5.25,0.681,-21.38,0.085265,5.2,5.3
5.35,0.971,-21.5,0.084146,5.3,5.4
5.45,0.975,-20.31,0.096525,5.4,5.5
5.55,1.021,-19.71,0.103439,5.5,5.6
5.65,0.941,-19.77,0.10274,5.6,5.7
5.75,0.991,-20.56,0.093728,5.7,5.8
5.85,0.837,-20.67,0.092549,5.8,5.9
5.95,0.912,-20.09,0.098937,5.9,6.0
6.05,1.117,-21.01,0.089024,6.0,6.1
6.15,0.999,-20.58,0.093515,6.1,6.2
6.25,1.217,-21.57,0.083449,6.2,6.3
6.35,1.047,-22.15,0.07804,6.3,6.4
6.45,1.107,-21.96,0.079763,6.4,6.5
6.55,1.005,-24.27,0.061176,6.5,6.6
6.65,1.095,-23.24,0.068894,6.6,6.7
6.75,1.183,-23.73,0.065091,6.7,6.8
6.85,0.932,-22.71,0.073212,6.8,6.9
6.95,1.011,-24.0,0.063121,6.9,7.0
7.05,1.189,-24.06,0.062691,7.0,7.1
7.15,0.99,-24.57,0.059057,7.1,7.2
7.25,1.286,-23.35,0.068015,7.2,7.3
7.35,0.97,-21.33,0.085823,7.3,7.4
7.45,0.958,-21.87,0.080587,7.4,7.5
7.55,0.967,-22.22,0.07741,7.5,7.6
7.65,0.94,-21.17,0.087351,7.6,7.7
7.75,1.067,-23.61,0.06597,7.7,7.8
7.85,1.099,-23.64,0.065789,7.8,7.9
7.95,1.152,-22.91,0.071563,7.9,8.0
8.05,1.314,-22.71,0.073232,8.0,8.1
8.15,1.278,-22.69,0.073365,8.1,8.2
8.25,1.148,-22.3,0.076743,8.2,8.3
8.35,1.25,-21.39,0.085197,8.3,8.4
8.45,1.225,-20.73,0.091952,8.4,8.5
8.55,1.266,-21.14,0.087697,8.5,8.6
8.65,1.249,-20.64,0.092913,8.6,8.7
8.75,1.425,-20.78,0.091416,8.7,8.8
8.85,1.374,-21.0,0.089142,8.8,8.9
8.95,1.234,-21.48,0.084338,8.9,9.0
9.05,1.022,-22.13,0.07826,9.0,9.1
9.15,1.142,-20.97,0.089424,9.1,9.2
9.25,1.214,-21.8,0.081307,9.2,9.3
9.35,1.264,-21.73,0.081906,9.3,9.4
9.45,1.324,-21.45,0.084584,9.4,9.5
9.55,1.266,-20.77,0.091488,9.5,9.6
9.65,1.377,-21.13,0.08782,9.6,9.7
9.75,1.697,-20.41,0.095381,9.7,9.8
9.85,1.349,-19.52,0.105675,9.8,9.9
9.95,1.211,-18.25,0.12231,9.9,10.0
10.05,1.479,-17.44,0.134231,10.0,10.1
10.15,1.58,-15.68,0.164466,10.1,10.2
10.25,1.459,-14.14,0.196334,10.2,10.3
10.35,1.473,-14.95,0.178863,10.3,10.4
10.45,1.216,-14.79,0.182257,10.4,10.5
10.55,1.462,-15.26,0.172571,10.5,10.6
10.65,1.514,-14.88,0.180313,10.6,10.7
10.75,1.392,-14.72,0.183591,10.7,10.8
10.85,1.698,-13.29,0.216598,10.8,10.9
10.95,1.629,-13.04,0.222764,10.9,11.0
11.05,1.6,-11.98,0.251874,11.0,11.1
11.15,1.425,-11.71,0.259855,11.1,11.2
11.25,1.566,-12.5,0.237191,11.2,11.3
11.35,1.664,-12.99,0.224096,11.3,11.4
11.45,1.571,-11.09,0.278826,11.4,11.5
11.55,1.542,-10.56,0.296323,11.5,11.6
11.65,1.536,-10.11,0.3123,11.6,11.7
11.75,1.685,-9.07,0.35184,11.7,11.8
11.85,1.546,-9.85,0.321672,11.8,11.9
11.95,1.438,-10.86,0.286547,11.9,12.0
12.05,1.648,-13.82,0.203615,12.0,12.1
12.15,1.8,-13.54,0.210397,12.1,12.2
12.25,1.657,-14.34,0.191949,12.2,12.3
12.35,1.655,-13.76,0.20502,12.3,12.4
12.45,1.918,-12.92,0.225921,12.4,12.5
12.55,1.762,-12.29,0.242845,12.5,12.6
12.65,1.743,-13.75,0.205448,12.6,12.7
12.75,1.753,-13.69,0.206789,12.7,12.8
12.85,1.701,-13.2,0.218836,12.8,12.9
12.95,1.785,-14.67,0.184628,12.9,13.0
13.05,1.772,-16.89,0.143121,13.0,13.1
13.15,1.794,-16.82,0.144179,13.1,13.2
13.25,1.755,-16.59,0.148138,13.2,13.3
13.35,1.818,-16.53,0.149135,13.3,13.4
13.45,1.714,-16.27,0.15369,13.4,13.5
13.55,2.104,-15.47,0.168379,13.5,13.6
13.65,1.963,-15.33,0.171146,13.6,13.7
13.75,2.083,-15.91,0.160144,13.7,13.8
13.85,2.059,-15.75,0.163086,13.8,13.9
13.95,1.788,-15.39,0.170016,13.9,14.0
14.05,1.79,-15.38,0.170289,14.0,14.1
14.15,2.067,-15.82,0.161884,14.1,14.2
14.25,1.923,-16.38,0.151661,14.2,14.3
14.35,1.918,-15.83,0.161556,14.3,14.4
14.45,2.022,-16.16,0.155586,14.4,14.5
14.55,2.067,-16.01,0.158359,14.5,14.6
14.65,2.004,-16.17,0.155411,14.6,14.7
14.75,2.247,-16.16,0.155678,14.7,14.8
14.85,1.877,-16.29,0.153286,14.8,14.9
14.95,2.084,-16.39,0.151576,14.9,15.0
15.05,2.016,-16.5,0.149642,15.0,15.1
15.15,2.029,-16.06,0.157401,15.1,15.2
15.25,2.035,-16.02,0.15812,15.2,15.3
15.35,2.24,-16.28,0.153463,15.3,15.4
15.45,2.089,-16.38,0.151758,15.4,15.5
15.55,2.034,-16.45,0.150496,15.5,15.6
15.65,2.155,-16.35,0.152212,15.6,15.7
15.75,2.033,-16.57,0.148483,15.7,15.8
15.85,2.133,-15.97,0.159108,15.8,15.9
15.95,2.415,-15.95,0.159404,15.9,16.0
16.05,2.251,-16.12,0.156327,16.0,16.1
16.15,2.359,-16.13,0.156194,16.1,16.2
16.25,2.263,-15.4,0.169773,16.2,16.3
16.35,2.329,-14.48,0.188811,16.3,16.4
16.45,2.249,-13.83,0.203411,16.4,16.5
16.55,2.485,-13.4,0.213675,16.5,16.6
16.65,2.161,-13.32,0.215702,16.6,16.7
16.75,2.514,-13.52,0.210841,16.7,16.8
16.85,2.422,-13.68,0.207012,16.8,16.9
16.95,2.512,-14.34,0.191778,16.9,17.0
17.05,2.667,-14.17,0.195741,17.0,17.1
17.15,2.33,-14.0,0.199557,17.1,17.2
17.25,2.299,-13.73,0.205867,17.2,17.3
17.35,2.757,-14.16,0.19598,17.3,17.4
17.45,2.229,-14.68,0.184559,17.4,17.5
17.55,2.45,-14.61,0.186065,17.5,17.6
17.65,2.785,-14.78,0.182486,17.6,17.7
17.75,2.573,-15.08,0.176176,17.7,17.8
17.85,2.392,-15.39,0.170051,17.8,17.9
17.95,2.184,-15.86,0.161083,17.9,18.0
18.05,2.771,-16.05,0.157649,18.0,18.1
18.15,2.531,-15.56,0.166741,18.1,18.2
18.25,2.435,-15.35,0.170825,18.2,18.3
18.35,2.726,-15.94,0.159585,18.3,18.4
18.45,2.833,-16.41,0.151106,18.4,18.5
18.55,2.7,-16.56,0.148575,18.5,18.6
18.65,2.601,-16.67,0.14665,18.6,18.7
18.75,2.722,-16.32,0.152737,18.7,18.8
18.85,2.753,-16.3,0.153177,18.8,18.9
18.95,2.62,-16.46,0.150337,18.9,19.0
19.05,2.632,-16.88,0.14321,19.0,19.1
19.15,2.819,-16.27,0.153559,19.1,19.2
19.25,2.768,-16.2,0.1548,19.2,19.3
19.35,2.637,-15.86,0.161082,19.3,19.4
19.45,2.749,-16.43,0.150882,19.4,19.5
19.55,2.731,-16.57,0.148445,19.5,19.6
19.65,2.885,-16.5,0.149619,19.6,19.7
19.75,2.878,-16.74,0.145526,19.7,19.8
19.85,3.015,-17.17,0.138585,19.8,19.9
19.95,2.79,-16.95,0.142119,19.9,20.0
20.05,2.807,-17.15,0.138809,20.0,20.1
20.15,2.94,-17.24,0.137391,20.1,20.2
20.25,2.867,-17.02,0.141002,20.2,20.3
20.35,2.995,-16.99,0.141401,20.3,20.4
20.45,2.898,-17.02,0.140959,20.4,20.5
20.55,3.274,-16.68,0.146531,20.5,20.6
20.65,3.095,-16.52,0.149233,20.6,20.7
20.75,3.045,-16.25,0.154067,20.7,20.8
20.85,2.933,-16.37,0.151912,20.8,20.9
20.95,2.991,-16.28,0.153487,20.9,21.0
21.05,3.08,-16.31,0.152932,21.0,21.1
21.15,3.411,-15.9,0.160359,21.1,21.2
21.25,3.156,-16.79,0.144629,21.2,21.3
21.35,3.289,-16.57,0.148369,21.3,21.4
21.45,3.309,-16.23,0.154271,21.4,21.5
21.55,3.172,-16.23,0.154298,21.5,21.6
21.65,3.065,-16.05,0.157501,21.6,21.7
21.75,3.158,-16.08,0.156946,21.7,21.8
21.85,3.132,-15.82,0.161735,21.8,21.9
21.95,3.226,-15.43,0.16931,21.9,22.0
22.05,2.998,-15.1,0.175772,22.0,22.1
22.15,3.327,-14.84,0.181237,22.1,22.2
22.25,3.397,-14.78,0.182488,22.2,22.3
22.35,3.482,-14.41,0.190237,22.3,22.4
22.45,3.173,-14.47,0.18899,22.4,22.5
22.55,3.199,-14.4,0.19051,22.5,22.6
22.65,3.476,-14.38,0.191035,22.6,22.7
22.75,3.561,-14.52,0.187828,22.7,22.8
22.85,3.506,-14.69,0.184393,22.8,22.9
22.95,3.577,-14.53,0.187691,22.9,23.0
23.05,3.274,-14.66,0.185019,23.0,23.1
23.15,3.572,-14.35,0.191633,23.1,23.2
23.25,3.26,-14.47,0.189035,23.2,23.3
23.35,3.534,-14.3,0.192703,23.3,23.4
23.45,4.005,-14.28,0.193163,23.4,23.5
23.55,3.458,-14.07,0.197952,23.5,23.6
23.65,3.573,-13.74,0.205479,23.6,23.7
23.75,3.891,-13.69,0.206873,23.7,23.8
23.85,3.61,-13.73,0.205787,23.8,23.9
23.95,3.734,-13.24,0.21785,23.9,24.0
24.05,3.431,-13.23,0.21803,24.0,24.1
24.15,3.629,-12.59,0.234801,24.1,24.2
24.25,3.837,-12.33,0.241901,24.2,24.3
24.35,3.304,-12.2,0.24539,24.3,24.4
24.45,3.842,-12.25,0.243999,24.4,24.5
24.55,3.763,-12.29,0.242843,24.5,24.6
24.65,3.804,-12.42,0.239246,24.6,24.7
24.75,3.632,-12.56,0.235463,24.7,24.8
24.85,3.541,-12.26,0.243809,24.8,24.9
24.95,3.692,-12.27,0.243515,24.9,25.0
25.05,3.91,-12.12,0.247744,25.0,25.1
25.15,3.443,-12.26,0.243771,25.1,25.2
25.25,3.738,-12.24,0.244272,25.2,25.3
25.35,3.658,-12.18,0.245899,25.3,25.4
25.45,3.561,-12.13,0.24748,25.4,25.5
25.55,3.829,-12.05,0.249772,25.5,25.6
25.65,3.522,-12.12,0.247844,25.6,25.7
25.75,3.491,-12.17,0.246294,25.7,25.8
25.85,3.856,-12.3,0.2427,25.8,25.9
25.95,3.489,-12.27,0.243506,25.9,26.0
26.05,3.707,-12.22,0.244832,26.0,26.1
26.15,3.707,-12.27,0.243486,26.1,26.2
26.25,3.29,-12.31,0.242373,26.2,26.3
26.35,3.926,-12.12,0.247748,26.3,26.4
26.45,3.588,-12.23,0.244578,26.4,26.5
26.55,3.596,-12.38,0.240503,26.5,26.6
26.65,3.934,-12.39,0.240253,26.6,26.7
26.75,3.582,-12.06,0.249334,26.7,26.8
26.85,3.543,-12.19,0.245837,26.8,26.9
26.95,3.772,-12.11,0.247976,26.9,27.0
27.05,3.288,-12.05,0.249743,27.0,27.1
27.15,3.848,-12.07,0.249262,27.1,27.2
27.25,3.669,-12.29,0.242947,27.2,27.3
27.35,3.477,-12.02,0.250557,27.3,27.4
27.45,3.822,-12.02,0.250593,27.4,27.5
27.55,3.551,-12.26,0.243643,27.5,27.6
27.65,3.602,-12.25,0.244006,27.6,27.7
27.75,3.649,-12.13,0.247464,27.7,27.8
27.85,3.497,-12.25,0.244052,27.8,27.9
27.95,3.773,-12.18,0.245975,27.9,28.0
28.05,3.572,-12.11,0.247938,28.0,28.1
28.15,3.363,-12.05,0.249824,28.1,28.2
28.25,4.049,-12.07,0.249116,28.2,28.3
28.35,3.499,-11.96,0.252457,28.3,28.4
28.45,3.559,-12.24,0.244215,28.4,28.5
28.55,3.902,-12.18,0.246136,28.5,28.6
28.65,3.457,-12.07,0.249145,28.6,28.7
28.75,3.794,-12.19,0.245758,28.7,28.8
28.85,3.609,-12.25,0.244101,28.8,28.9
28.95,3.643,-12.13,0.247322,28.9,29.0
29.05,3.786,-12.02,0.250488,29.0,29.1
29.15,3.317,-12.17,0.246223,29.1,29.2
29.25,3.596,-12.1,0.248344,29.2,29.3
29.35,4.018,-12.07,0.249142,29.3,29.4
29.45,3.426,-12.32,0.242029,29.4,29.5
29.55,3.7,-12.45,0.238419,29.5,29.6
29.65,3.766,-12.32,0.242199,29.6,29.7
29.75,3.34,-12.3,0.242671,29.7,29.8
29.85,3.529,-12.09,0.248527,29.8,29.9
29.95,4.1,-12.19,0.24582,29.9,30.0
30.05,3.452,-12.24,0.244434,30.0,30.1
30.15,3.946,-12.23,0.244589,30.1,30.2
30.25,3.481,-12.2,0.245487,30.2,30.3
30.35,3.44,-12.14,0.247156,30.3,30.4
30.45,3.775,-12.18,0.246111,30.4,30.5
30.55,3.437,-12.26,0.243863,30.5,30.6
30.65,3.083,-14.35,0.191603,30.6,30.7
30.75,2.016,-18.32,0.12131,30.7,30.8
30.85,1.449,-13.46,0.21224,30.8,30.9
30.95,0.983,-19.6,0.104772,30.9,31.0
31.05,0.654,-22.29,0.076796,31.0,31.1
31.15,0.523,-19.51,0.105749,31.1,31.2
31.25,0.421,-19.29,0.108571,31.2,31.3
31.35,0.503,-22.66,0.073582,31.3,31.4
31.45,0.356,-20.36,0.095985,31.4,31.5
31.55,0.239,-20.66,0.092631,31.5,31.6
31.65,0.133,-23.21,0.069098,31.6,31.7
31.75,0.128,-23.02,0.07063,31.7,31.8
