t_event_s,force_N,audio_rms_dbfs,audio_rms_linear,window_start_s,window_end_s
10.45,1.57,-14.91,0.17959,10.4,10.5
10.55,1.449,-15.33,0.171213,10.5,10.6
10.65,1.64,-14.73,0.183345,10.6,10.7
10.75,1.447,-13.93,0.201193,10.7,10.8
10.85,1.76,-12.96,0.224834,10.8,10.9
10.95,1.365,-13.49,0.211707,10.9,11.0
11.05,1.467,-11.8,0.256904,11.0,11.1
11.15,1.571,-11.15,0.277126,11.1,11.2
11.25,1.528,-12.91,0.226273,11.2,11.3
11.35,1.704,-12.79,0.229384,11.3,11.4
11.45,1.969,-10.71,0.291414,11.4,11.5
11.55,1.697,-10.53,0.297482,11.5,11.6
11.65,1.538,-9.79,0.323891,11.6,11.7
11.75,1.493,-9.4,0.339008,11.7,11.8
11.85,1.705,-9.9,0.319953,11.8,11.9
11.95,1.345,-11.37,0.269956,11.9,12.0
12.05,1.738,-13.63,0.208135,12.0,12.1
12.15,1.61,-13.62,0.208331,12.1,12.2
12.25,1.565,-14.7,0.184163,12.2,12.3
12.35,1.591,-13.31,0.216026,12.3,12.4
12.45,1.808,-12.25,0.243977,12.4,12.5
12.55,1.577,-12.6,0.234407,12.5,12.6
12.65,1.639,-14.17,0.195644,12.6,12.7
12.75,1.873,-13.32,0.215852,12.7,12.8
12.85,1.697,-12.92,0.226037,12.8,12.9
12.95,1.638,-15.11,0.175614,12.9,13.0
13.05,1.668,-16.28,0.153446,13.0,13.1
13.15,1.591,-16.6,0.147967,13.1,13.2
13.25,1.745,-16.63,0.147348,13.2,13.3
13.35,1.843,-16.19,0.155038,13.3,13.4
13.45,1.79,-16.32,0.152806,13.4,13.5
13.55,1.973,-15.25,0.172743,13.5,13.6
13.65,1.834,-15.47,0.168378,13.6,13.7
13.75,1.765,-15.94,0.159635,13.7,13.8
13.85,1.761,-16.05,0.157572,13.8,13.9
13.95,1.888,-15.85,0.161167,13.9,14.0
14.05,1.882,-15.33,0.171182,14.0,14.1
14.15,1.99,-15.9,0.160404,14.1,14.2
14.25,1.985,-16.45,0.150531,14.2,14.3
14.35,1.997,-15.87,0.160867,14.3,14.4
14.45,1.939,-16.09,0.156877,14.4,14.5
14.55,1.922,-15.97,0.159015,14.5,14.6
14.65,2.239,-16.31,0.152902,14.6,14.7
14.75,1.865,-16.45,0.150539,14.7,14.8
14.85,1.865,-16.47,0.150177,14.8,14.9
14.95,2.115,-16.42,0.150927,14.9,15.0
15.05,2.118,-16.52,0.149247,15.0,15.1
15.15,2.025,-16.12,0.156367,15.1,15.2
15.25,2.277,-16.31,0.152858,15.2,15.3
15.35,2.146,-16.58,0.148328,15.3,15.4
15.45,2.207,-16.42,0.150979,15.4,15.5
15.55,2.354,-16.36,0.152096,15.5,15.6
15.65,2.225,-16.48,0.150012,15.6,15.7
15.75,2.263,-16.18,0.155152,15.7,15.8
15.85,2.209,-16.03,0.157974,15.8,15.9
15.95,2.219,-15.76,0.162918,15.9,16.0
16.05,2.189,-16.48,0.149943,16.0,16.1
16.15,2.211,-15.85,0.161158,16.1,16.2
16.25,2.258,-15.13,0.175141,16.2,16.3
16.35,2.246,-14.5,0.188273,16.3,16.4
16.45,2.167,-13.82,0.203804,16.4,16.5
16.55,2.188,-13.54,0.210439,16.5,16.6
16.65,2.426,-13.19,0.219072,16.6,16.7
16.75,2.168,-13.58,0.209431,16.7,16.8
16.85,2.189,-14.03,0.198944,16.8,16.9
16.95,2.299,-14.17,0.195584,16.9,17.0
17.05,2.259,-14.19,0.19526,17.0,17.1
17.15,2.291,-13.75,0.205272,17.1,17.2
17.25,2.405,-13.88,0.202414,17.2,17.3
17.35,2.454,-13.98,0.20003,17.3,17.4
17.45,2.7,-14.31,0.192505,17.4,17.5
17.55,2.413,-14.45,0.189455,17.5,17.6
17.65,2.407,-14.65,0.185236,17.6,17.7
17.75,2.467,-14.37,0.191166,17.7,17.8
17.85,2.449,-15.33,0.171197,17.8,17.9
17.95,2.493,-15.49,0.167987,17.9,18.0
18.05,2.412,-15.3,0.171725,18.0,18.1
18.15,2.71,-15.46,0.16867,18.1,18.2
18.25,2.66,-15.75,0.163102,18.2,18.3
18.35,2.448,-15.62,0.165521,18.3,18.4
18.45,2.825,-15.89,0.160477,18.4,18.5
18.55,2.58,-16.07,0.157299,18.5,18.6
18.65,2.623,-16.22,0.154471,18.6,18.7
18.75,2.4,-16.44,0.150657,18.7,18.8
18.85,2.961,-16.12,0.156376,18.8,18.9
18.95,2.645,-16.45,0.150481,18.9,19.0
19.05,2.54,-17.0,0.14131,19.0,19.1
19.15,2.942,-16.62,0.147519,19.1,19.2
19.25,2.883,-16.81,0.144338,19.2,19.3
19.35,2.493,-16.15,0.155691,19.3,19.4
19.45,2.999,-16.4,0.15136,19.4,19.5
19.55,2.965,-16.59,0.148163,19.5,19.6
19.65,2.776,-16.3,0.153114,19.6,19.7
19.75,2.816,-16.55,0.14874,19.7,19.8
19.85,2.7,-17.22,0.137715,19.8,19.9
19.95,2.93,-17.12,0.139286,19.9,20.0
20.05,2.876,-16.82,0.144136,20.0,20.1
20.15,2.934,-17.03,0.140726,20.1,20.2
20.25,2.792,-16.92,0.142575,20.2,20.3
20.35,3.031,-16.69,0.146431,20.3,20.4
20.45,2.914,-16.8,0.144466,20.4,20.5
20.55,3.224,-16.45,0.150549,20.5,20.6
20.65,2.928,-16.61,0.147724,20.6,20.7
20.75,3.106,-16.24,0.15412,20.7,20.8
20.85,2.979,-16.11,0.156455,20.8,20.9
20.95,3.117,-16.04,0.157793,20.9,21.0
21.05,3.065,-16.17,0.155361,21.0,21.1
21.15,3.072,-16.46,0.150235,21.1,21.2
21.25,3.004,-16.45,0.150525,21.2,21.3
21.35,2.975,-16.21,0.154721,21.3,21.4
21.45,2.955,-16.21,0.154737,21.4,21.5
21.55,3.068,-15.99,0.158754,21.5,21.6
21.65,3.056,-16.2,0.15492,21.6,21.7
21.75,3.304,-15.99,0.158627,21.7,21.8
21.85,3.298,-15.46,0.168643,21.8,21.9
21.95,3.382,-15.25,0.172794,21.9,22.0
22.05,3.187,-14.96,0.17863,22.0,22.1
22.15,3.123,-14.72,0.183703,22.1,22.2
22.25,3.359,-14.69,0.184313,22.2,22.3
22.35,3.198,-14.53,0.187794,22.3,22.4
22.45,3.273,-14.43,0.189943,22.4,22.5
22.55,3.606,-14.56,0.187168,22.5,22.6
22.65,3.494,-14.53,0.187799,22.6,22.7
22.75,3.255,-14.71,0.1839,22.7,22.8
22.85,3.497,-14.85,0.18092,22.8,22.9
22.95,3.376,-14.75,0.183011,22.9,23.0
23.05,3.498,-14.81,0.181748,23.0,23.1
23.15,3.748,-14.5,0.188421,23.1,23.2
23.25,3.046,-14.41,0.190258,23.2,23.3
23.35,3.628,-14.39,0.190776,23.3,23.4
23.45,4.18,-14.38,0.191035,23.4,23.5
23.55,3.3,-14.04,0.198537,23.5,23.6
23.65,3.489,-13.8,0.204155,23.6,23.7
23.75,3.354,-13.79,0.204334,23.7,23.8
23.85,3.308,-13.76,0.205038,23.8,23.9
23.95,3.806,-13.47,0.211974,23.9,24.0
24.05,3.742,-13.17,0.21945,24.0,24.1
24.15,3.88,-12.69,0.232054,24.1,24.2
24.25,3.6,-12.32,0.242079,24.2,24.3
24.35,3.551,-12.11,0.248139,24.3,24.4
24.45,3.685,-12.15,0.246854,24.4,24.5
24.55,3.78,-12.11,0.248009,24.5,24.6
24.65,3.454,-12.09,0.248531,24.6,24.7
24.75,3.994,-12.02,0.250661,24.7,24.8
24.85,3.577,-11.85,0.255626,24.8,24.9
24.95,3.513,-11.76,0.258177,24.9,25.0
25.05,3.822,-11.84,0.255888,25.0,25.1
25.15,3.447,-11.69,0.260302,25.1,25.2
25.25,3.642,-11.78,0.257603,25.2,25.3
25.35,4.053,-11.81,0.256623,25.3,25.4
25.45,3.445,-11.79,0.257287,25.4,25.5
25.55,4.003,-11.83,0.256254,25.5,25.6
25.65,3.793,-11.87,0.25497,25.6,25.7
25.75,3.551,-11.91,0.253895,25.7,25.8
25.85,3.944,-11.83,0.256243,25.8,25.9
25.95,3.736,-12.1,0.248321,25.9,26.0
26.05,3.542,-12.11,0.248104,26.0,26.1
26.15,3.887,-12.02,0.250646,26.1,26.2
26.25,3.536,-11.91,0.253951,26.2,26.3
26.35,3.632,-12.09,0.248653,26.3,26.4
26.45,3.742,-11.9,0.254128,26.4,26.5
26.55,3.48,-12.03,0.250258,26.5,26.6
26.65,3.774,-12.06,0.249603,26.6,26.7
26.75,3.686,-12.08,0.248992,26.7,26.8
26.85,3.596,-12.0,0.251288,26.8,26.9
26.95,4.046,-11.99,0.251357,26.9,27.0
27.05,3.54,-12.03,0.250353,27.0,27.1
27.15,3.578,-12.17,0.246428,27.1,27.2
27.25,3.899,-12.05,0.249868,27.2,27.3
27.35,3.489,-12.04,0.250131,27.3,27.4
27.45,3.679,-11.94,0.252796,27.4,27.5
27.55,3.748,-11.92,0.253593,27.5,27.6
27.65,3.41,-11.97,0.252194,27.6,27.7
27.75,3.793,-11.89,0.254267,27.7,27.8
27.85,3.661,-12.01,0.250774,27.8,27.9
27.95,3.436,-11.83,0.256127,27.9,28.0
28.05,3.911,-11.97,0.252157,28.0,28.1
28.15,3.469,-12.0,0.251151,28.1,28.2
28.25,3.6,-12.08,0.248904,28.2,28.3
28.35,3.852,-11.95,0.252762,28.3,28.4
28.45,3.553,-11.94,0.253056,28.4,28.5
28.55,3.85,-11.82,0.256485,28.5,28.6
28.65,3.578,-11.85,0.255578,28.6,28.7
28.75,3.496,-11.81,0.256859,28.7,28.8
28.85,3.887,-12.03,0.250349,28.8,28.9
28.95,3.448,-12.07,0.249291,28.9,29.0
29.05,3.497,-12.12,0.24768,29.0,29.1
29.15,3.881,-11.88,0.254697,29.1,29.2
29.25,3.471,-11.87,0.255013,29.2,29.3
29.35,3.746,-12.09,0.248565,29.3,29.4
29.45,3.707,-11.98,0.25176,29.4,29.5
29.55,3.438,-11.98,0.251825,29.5,29.6
29.65,3.986,-11.89,0.254461,29.6,29.7
29.75,3.547,-11.78,0.257645,29.7,29.8
29.85,3.513,-11.92,0.253561,29.8,29.9
29.95,3.86,-11.93,0.25328,29.9,30.0
30.05,3.456,-11.91,0.253871,30.0,30.1
30.15,3.587,-11.88,0.254722,30.1,30.2
30.25,3.791,-11.7,0.259917,30.2,30.3
30.35,3.284,-11.83,0.256176,30.3,30.4
30.45,3.843,-11.9,0.254204,30.4,30.5
30.55,3.574,-11.89,0.254254,30.5,30.6
30.65,2.886,-15.38,0.170256,30.6,30.7
30.75,1.993,-17.99,0.126076,30.7,30.8
30.85,1.459,-13.44,0.212786,30.8,30.9
30.95,1.004,-22.16,0.078021,30.9,31.0
31.05,0.787,-21.52,0.083945,31.0,31.1
31.15,0.563,-19.09,0.110983,31.1,31.2
31.25,0.353,-18.62,0.117222,31.2,31.3
31.35,0.211,-21.2,0.087051,31.3,31.4
31.45,0.196,-20.1,0.09891,31.4,31.5
31.55,0.253,-19.75,0.102905,31.5,31.6
31.65,0.124,-24.53,0.059367,31.6,31.7
31.75,0.112,-22.99,0.070876,31.7,31.8
