event_id,pc_time_iso,pc_elapsed_s,stm32_time_ms,force_N,raw_line
1,2026-01-10T23:12:10.681160,17.56362809985876,1659720,0.598,"Load=0.598 N, t=1659720 ms"
1,2026-01-10T23:12:10.692064,17.574532099999487,1659730,0.45,"Load=0.450 N, t=1659730 ms"
1,2026-01-10T23:12:10.701139,17.583606799133122,1659740,0.789,"Load=0.789 N, t=1659740 ms"
1,2026-01-10T23:12:10.711138,17.593605799600482,1659750,0.532,"Load=0.532 N, t=1659750 ms"
1,2026-01-10T23:12:10.721151,17.603619099594653,1659760,0.564,"Load=0.564 N, t=1659760 ms"
1,2026-01-10T23:12:10.731130,17.61359819956124,1659770,0.576,"Load=0.576 N, t=1659770 ms"
1,2026-01-10T23:12:10.741210,17.623677799478173,1659780,0.303,"Load=0.303 N, t=1659780 ms"
1,2026-01-10T23:12:10.752074,17.634541299194098,1659790,0.664,"Load=0.664 N, t=1659790 ms"
1,2026-01-10T23:12:10.762119,17.644585999660194,1659800,0.735,"Load=0.735 N, t=1659800 ms"
1,2026-01-10T23:12:10.771131,17.653599199838936,1659810,0.378,"Load=0.378 N, t=1659810 ms"
1,2026-01-10T23:12:10.781191,17.663658199831843,1659820,0.645,"Load=0.645 N, t=1659820 ms"
1,2026-01-10T23:12:10.791293,17.67376029957086,1659830,0.628,"Load=0.628 N, t=1659830 ms"
1,2026-01-10T23:12:10.801230,17.683697699569166,1659840,0.614,"Load=0.614 N, t=1659840 ms"
1,2026-01-10T23:12:10.811152,17.693619499914348,1659850,0.417,"Load=0.417 N, t=1659850 ms"
1,2026-01-10T23:12:10.822089,17.704555899836123,1659860,0.491,"Load=0.491 N, t=1659860 ms"
1,2026-01-10T23:12:10.832166,17.714632399380207,1659870,0.515,"Load=0.515 N, t=1659870 ms"
1,2026-01-10T23:12:10.841147,17.72361349966377,1659880,0.84,"Load=0.840 N, t=1659880 ms"
1,2026-01-10T23:12:10.851164,17.733630899339914,1659890,0.531,"Load=0.531 N, t=1659890 ms"
1,2026-01-10T23:12:10.861247,17.7437135996297,1659900,0.673,"Load=0.673 N, t=1659900 ms"
1,2026-01-10T23:12:10.872079,17.75454629957676,1659910,0.496,"Load=0.496 N, t=1659910 ms"
1,2026-01-10T23:12:10.882063,17.764529399573803,1659920,0.541,"Load=0.541 N, t=1659920 ms"
1,2026-01-10T23:12:10.892083,17.77454949915409,1659930,0.505,"Load=0.505 N, t=1659930 ms"
1,2026-01-10T23:12:10.902108,17.784575299359858,1659940,0.512,"Load=0.512 N, t=1659940 ms"
1,2026-01-10T23:12:10.912080,17.794546699151397,1659950,0.508,"Load=0.508 N, t=1659950 ms"
1,2026-01-10T23:12:10.921167,17.803634299896657,1659960,0.464,"Load=0.464 N, t=1659960 ms"
1,2026-01-10T23:12:10.921167,17.803634299896657,1659960,0.464,"Load=0.464 N, t=1659960 ms"
1,2026-01-10T23:12:10.931277,17.813743299804628,1659970,0.492,"Load=0.492 N, t=1659970 ms"
1,2026-01-10T23:12:10.942026,17.824492699466646,1659980,0.416,"Load=0.416 N, t=1659980 ms"
1,2026-01-10T23:12:10.952196,17.834663099609315,1659990,0.673,"Load=0.673 N, t=1659990 ms"
1,2026-01-10T23:12:10.962133,17.844599399715662,1660000,0.512,"Load=0.512 N, t=1660000 ms"
1,2026-01-10T23:12:10.972170,17.85463640000671,1660010,0.459,"Load=0.459 N, t=1660010 ms"
1,2026-01-10T23:12:10.982268,17.86473449971527,1660020,0.383,"Load=0.383 N, t=1660020 ms"
1,2026-01-10T23:12:10.991296,17.87376319989562,1660030,0.436,"Load=0.436 N, t=1660030 ms"
1,2026-01-10T23:12:11.001172,17.883638499304652,1660040,0.541,"Load=0.541 N, t=1660040 ms"
1,2026-01-10T23:12:11.012129,17.89459319971502,1660050,0.534,"Load=0.534 N, t=1660050 ms"
1,2026-01-10T23:12:11.022079,17.904545999132097,1660060,0.482,"Load=0.482 N, t=1660060 ms"
1,2026-01-10T23:12:11.032174,17.91463969927281,1660070,0.44,"Load=0.440 N, t=1660070 ms"
1,2026-01-10T23:12:11.042198,17.924664499238133,1660080,0.338,"Load=0.338 N, t=1660080 ms"
1,2026-01-10T23:12:11.052110,17.934576399624348,1660090,0.582,"Load=0.582 N, t=1660090 ms"
1,2026-01-10T23:12:11.062258,17.94472389947623,1660100,0.502,"Load=0.502 N, t=1660100 ms"
1,2026-01-10T23:12:11.072278,17.954742399975657,1660110,0.429,"Load=0.429 N, t=1660110 ms"
1,2026-01-10T23:12:11.082201,17.964666499756277,1660120,0.461,"Load=0.461 N, t=1660120 ms"
1,2026-01-10T23:12:11.092112,17.97457839921117,1660130,0.483,"Load=0.483 N, t=1660130 ms"
1,2026-01-10T23:12:11.102127,17.984592800028622,1660140,0.406,"Load=0.406 N, t=1660140 ms"
1,2026-01-10T23:12:11.112203,17.994669099338353,1660150,0.436,"Load=0.436 N, t=1660150 ms"
1,2026-01-10T23:12:11.122177,18.00464339926839,1660160,0.894,"Load=0.894 N, t=1660160 ms"
1,2026-01-10T23:12:11.132256,18.014721799641848,1660170,0.746,"Load=0.746 N, t=1660170 ms"
1,2026-01-10T23:12:11.142086,18.024551899172366,1660180,0.622,"Load=0.622 N, t=1660180 ms"
1,2026-01-10T23:12:11.152221,18.034687099978328,1660190,0.66,"Load=0.660 N, t=1660190 ms"
1,2026-01-10T23:12:11.162252,18.04471779987216,1660200,0.651,"Load=0.651 N, t=1660200 ms"
1,2026-01-10T23:12:11.172282,18.054748099297285,1660210,0.492,"Load=0.492 N, t=1660210 ms"
1,2026-01-10T23:12:11.182232,18.064697299152613,1660220,0.558,"Load=0.558 N, t=1660220 ms"
1,2026-01-10T23:12:11.192130,18.074595799669623,1660230,0.477,"Load=0.477 N, t=1660230 ms"
1,2026-01-10T23:12:11.202240,18.08470659982413,1660240,0.562,"Load=0.562 N, t=1660240 ms"
1,2026-01-10T23:12:11.212112,18.094577299430966,1660250,0.637,"Load=0.637 N, t=1660250 ms"
1,2026-01-10T23:12:11.222134,18.10459929984063,1660260,0.442,"Load=0.442 N, t=1660260 ms"
1,2026-01-10T23:12:11.232106,18.114571299403906,1660270,0.681,"Load=0.681 N, t=1660270 ms"
1,2026-01-10T23:12:11.242208,18.12467349972576,1660280,0.664,"Load=0.664 N, t=1660280 ms"
1,2026-01-10T23:12:11.252134,18.13459959998727,1660290,0.804,"Load=0.804 N, t=1660290 ms"
1,2026-01-10T23:12:11.262241,18.144706099294126,1660300,0.523,"Load=0.523 N, t=1660300 ms"
1,2026-01-10T23:12:11.272184,18.154649699106812,1660310,0.541,"Load=0.541 N, t=1660310 ms"
1,2026-01-10T23:12:11.282284,18.164748899638653,1660320,0.428,"Load=0.428 N, t=1660320 ms"
1,2026-01-10T23:12:11.292208,18.174674099311233,1660330,0.655,"Load=0.655 N, t=1660330 ms"
1,2026-01-10T23:12:11.302140,18.184603799134493,1660340,0.72,"Load=0.720 N, t=1660340 ms"
1,2026-01-10T23:12:11.312219,18.194683799520135,1660350,0.579,"Load=0.579 N, t=1660350 ms"
1,2026-01-10T23:12:11.322387,18.204849099740386,1660360,0.823,"Load=0.823 N, t=1660360 ms"
1,2026-01-10T23:12:11.332210,18.214674599468708,1660370,0.618,"Load=0.618 N, t=1660370 ms"
1,2026-01-10T23:12:11.342248,18.22471319977194,1660380,0.358,"Load=0.358 N, t=1660380 ms"
1,2026-01-10T23:12:11.352295,18.23476059921086,1660390,0.628,"Load=0.628 N, t=1660390 ms"
1,2026-01-10T23:12:11.362287,18.24475229997188,1660400,0.576,"Load=0.576 N, t=1660400 ms"
1,2026-01-10T23:12:11.372336,18.254801499657333,1660410,0.333,"Load=0.333 N, t=1660410 ms"
1,2026-01-10T23:12:11.382397,18.264862499199808,1660420,0.782,"Load=0.782 N, t=1660420 ms"
1,2026-01-10T23:12:11.392218,18.27468349970877,1660430,0.586,"Load=0.586 N, t=1660430 ms"
1,2026-01-10T23:12:11.402275,18.284739200025797,1660440,0.46,"Load=0.460 N, t=1660440 ms"
1,2026-01-10T23:12:11.412346,18.294810799881816,1660450,0.529,"Load=0.529 N, t=1660450 ms"
1,2026-01-10T23:12:11.422301,18.304765499196947,1660460,0.544,"Load=0.544 N, t=1660460 ms"
1,2026-01-10T23:12:11.433083,18.31554719991982,1660470,0.415,"Load=0.415 N, t=1660470 ms"
1,2026-01-10T23:12:11.442248,18.324712999165058,1660480,0.482,"Load=0.482 N, t=1660480 ms"
1,2026-01-10T23:12:11.452456,18.33492109924555,1660490,0.405,"Load=0.405 N, t=1660490 ms"
1,2026-01-10T23:12:11.462324,18.344788699410856,1660500,0.513,"Load=0.513 N, t=1660500 ms"
1,2026-01-10T23:12:11.472107,18.354571999982,1660510,0.606,"Load=0.606 N, t=1660510 ms"
1,2026-01-10T23:12:11.482219,18.36468429956585,1660520,0.492,"Load=0.492 N, t=1660520 ms"
1,2026-01-10T23:12:11.493117,18.375580699183047,1660530,0.496,"Load=0.496 N, t=1660530 ms"
1,2026-01-10T23:12:11.503159,18.385622699745,1660540,0.74,"Load=0.740 N, t=1660540 ms"
1,2026-01-10T23:12:11.512145,18.39460919983685,1660550,0.577,"Load=0.577 N, t=1660550 ms"
1,2026-01-10T23:12:11.522155,18.404619799926877,1660560,0.528,"Load=0.528 N, t=1660560 ms"
1,2026-01-10T23:12:11.532296,18.41475939936936,1660570,0.538,"Load=0.538 N, t=1660570 ms"
1,2026-01-10T23:12:11.542167,18.42463139910251,1660580,0.59,"Load=0.590 N, t=1660580 ms"
1,2026-01-10T23:12:11.553074,18.43553779926151,1660590,0.353,"Load=0.353 N, t=1660590 ms"
1,2026-01-10T23:12:11.563019,18.44548249989748,1660600,0.501,"Load=0.501 N, t=1660600 ms"
1,2026-01-10T23:12:11.573134,18.455598599277437,1660610,0.767,"Load=0.767 N, t=1660610 ms"
1,2026-01-10T23:12:11.583052,18.46551639959216,1660620,0.465,"Load=0.465 N, t=1660620 ms"
1,2026-01-10T23:12:11.592138,18.47460149973631,1660630,0.472,"Load=0.472 N, t=1660630 ms"
1,2026-01-10T23:12:11.602179,18.484642599709332,1660640,0.597,"Load=0.597 N, t=1660640 ms"
1,2026-01-10T23:12:11.612144,18.494608299806714,1660650,0.721,"Load=0.721 N, t=1660650 ms"
1,2026-01-10T23:12:11.623029,18.50549259968102,1660660,0.632,"Load=0.632 N, t=1660660 ms"
1,2026-01-10T23:12:11.633035,18.51549909915775,1660670,0.558,"Load=0.558 N, t=1660670 ms"
1,2026-01-10T23:12:11.643110,18.525573599152267,1660680,0.31,"Load=0.310 N, t=1660680 ms"
1,2026-01-10T23:12:11.653102,18.53556569945067,1660690,0.489,"Load=0.489 N, t=1660690 ms"
1,2026-01-10T23:12:11.662129,18.544593299739063,1660700,0.755,"Load=0.755 N, t=1660700 ms"
1,2026-01-10T23:12:11.672149,18.55461320001632,1660710,0.414,"Load=0.414 N, t=1660710 ms"
1,2026-01-10T23:12:11.683117,18.565580199472606,1660720,0.753,"Load=0.753 N, t=1660720 ms"
1,2026-01-10T23:12:11.693026,18.575489199720323,1660730,0.662,"Load=0.662 N, t=1660730 ms"
1,2026-01-10T23:12:11.703336,18.585795999504626,1660740,0.688,"Load=0.688 N, t=1660740 ms"
1,2026-01-10T23:12:11.713059,18.595522299408913,1660750,0.924,"Load=0.924 N, t=1660750 ms"
1,2026-01-10T23:12:11.723164,18.605627799406648,1660760,0.593,"Load=0.593 N, t=1660760 ms"
1,2026-01-10T23:12:11.732167,18.614630799740553,1660770,0.498,"Load=0.498 N, t=1660770 ms"
1,2026-01-10T23:12:11.742352,18.624814899638295,1660780,0.546,"Load=0.546 N, t=1660780 ms"
1,2026-01-10T23:12:11.753111,18.63557339925319,1660790,0.676,"Load=0.676 N, t=1660790 ms"
