event_id,pc_time_iso,pc_elapsed_s,stm32_time_ms,force_N,raw_line
1,2026-01-10T23:09:28.069311,14.955414899624884,1497310,0.87,"Load=0.870 N, t=1497310 ms"
1,2026-01-10T23:09:28.079338,14.96544129960239,1497320,0.373,"Load=0.373 N, t=1497320 ms"
1,2026-01-10T23:09:28.089419,14.975522099994123,1497330,0.544,"Load=0.544 N, t=1497330 ms"
1,2026-01-10T23:09:28.099345,14.985448099672794,1497340,1.003,"Load=1.003 N, t=1497340 ms"
1,2026-01-10T23:09:28.109355,14.99545789975673,1497350,0.564,"Load=0.564 N, t=1497350 ms"
1,2026-01-10T23:09:28.120334,15.00643640011549,1497360,0.488,"Load=0.488 N, t=1497360 ms"
1,2026-01-10T23:09:28.130340,15.016441899351776,1497370,0.621,"Load=0.621 N, t=1497370 ms"
1,2026-01-10T23:09:28.139427,15.025530300103128,1497380,0.816,"Load=0.816 N, t=1497380 ms"
1,2026-01-10T23:09:28.149327,15.035429899580777,1497390,0.534,"Load=0.534 N, t=1497390 ms"
1,2026-01-10T23:09:28.159343,15.045445699244738,1497400,0.349,"Load=0.349 N, t=1497400 ms"
1,2026-01-10T23:09:28.169356,15.055459899827838,1497410,0.469,"Load=0.469 N, t=1497410 ms"
1,2026-01-10T23:09:28.180261,15.066363899968565,1497420,0.679,"Load=0.679 N, t=1497420 ms"
1,2026-01-10T23:09:28.190338,15.076441399753094,1497430,0.468,"Load=0.468 N, t=1497430 ms"
1,2026-01-10T23:09:28.200285,15.086387899704278,1497440,0.415,"Load=0.415 N, t=1497440 ms"
1,2026-01-10T23:09:28.210322,15.096424600109458,1497450,0.861,"Load=0.861 N, t=1497450 ms"
1,2026-01-10T23:09:28.219664,15.105764700099826,1497460,0.475,"Load=0.475 N, t=1497460 ms"
1,2026-01-10T23:09:28.229341,15.115444699302316,1497470,0.477,"Load=0.477 N, t=1497470 ms"
1,2026-01-10T23:09:28.239377,15.125479999929667,1497480,0.51,"Load=0.510 N, t=1497480 ms"
1,2026-01-10T23:09:28.250325,15.13642769958824,1497490,0.605,"Load=0.605 N, t=1497490 ms"
1,2026-01-10T23:09:28.260262,15.146364599466324,1497500,0.598,"Load=0.598 N, t=1497500 ms"
1,2026-01-10T23:09:28.270299,15.156402199529111,1497510,0.447,"Load=0.447 N, t=1497510 ms"
1,2026-01-10T23:09:28.280353,15.166455099359155,1497520,0.579,"Load=0.579 N, t=1497520 ms"
1,2026-01-10T23:09:28.289365,15.175467299297452,1497530,0.891,"Load=0.891 N, t=1497530 ms"
1,2026-01-10T23:09:28.299372,15.185474299825728,1497540,0.559,"Load=0.559 N, t=1497540 ms"
1,2026-01-10T23:09:28.310270,15.196372299455106,1497550,0.769,"Load=0.769 N, t=1497550 ms"
1,2026-01-10T23:09:28.310270,15.196372299455106,1497550,0.769,"Load=0.769 N, t=1497550 ms"
1,2026-01-10T23:09:28.320312,15.206414099782705,1497560,0.397,"Load=0.397 N, t=1497560 ms"
1,2026-01-10T23:09:28.330293,15.216395399533212,1497570,0.577,"Load=0.577 N, t=1497570 ms"
1,2026-01-10T23:09:28.340392,15.226493800058961,1497580,0.665,"Load=0.665 N, t=1497580 ms"
1,2026-01-10T23:09:28.350322,15.236424699425697,1497590,0.441,"Load=0.441 N, t=1497590 ms"
1,2026-01-10T23:09:28.360364,15.24646609928459,1497600,0.367,"Load=0.367 N, t=1497600 ms"
1,2026-01-10T23:09:28.369368,15.255470399744809,1497610,0.454,"Load=0.454 N, t=1497610 ms"
1,2026-01-10T23:09:28.380262,15.266363499686122,1497620,0.433,"Load=0.433 N, t=1497620 ms"
1,2026-01-10T23:09:28.390372,15.276474199257791,1497630,0.481,"Load=0.481 N, t=1497630 ms"
1,2026-01-10T23:09:28.400313,15.28641439974308,1497640,0.533,"Load=0.533 N, t=1497640 ms"
1,2026-01-10T23:09:28.410333,15.296435100026429,1497650,0.29,"Load=0.290 N, t=1497650 ms"
1,2026-01-10T23:09:28.420363,15.306464899331331,1497660,0.544,"Load=0.544 N, t=1497660 ms"
1,2026-01-10T23:09:28.430477,15.316579499281943,1497670,0.544,"Load=0.544 N, t=1497670 ms"
1,2026-01-10T23:09:28.440332,15.3264338998124,1497680,0.358,"Load=0.358 N, t=1497680 ms"
1,2026-01-10T23:09:28.450347,15.33644889947027,1497690,0.589,"Load=0.589 N, t=1497690 ms"
1,2026-01-10T23:09:28.460339,15.34644170012325,1497700,0.373,"Load=0.373 N, t=1497700 ms"
1,2026-01-10T23:09:28.470381,15.356481899507344,1497710,0.463,"Load=0.463 N, t=1497710 ms"
1,2026-01-10T23:09:28.480417,15.366518099792302,1497720,0.416,"Load=0.416 N, t=1497720 ms"
1,2026-01-10T23:09:28.490384,15.376485299319029,1497730,0.618,"Load=0.618 N, t=1497730 ms"
1,2026-01-10T23:09:28.500380,15.386481499299407,1497740,0.447,"Load=0.447 N, t=1497740 ms"
1,2026-01-10T23:09:28.510361,15.396462699398398,1497750,0.61,"Load=0.610 N, t=1497750 ms"
1,2026-01-10T23:09:28.520335,15.406436800025403,1497760,0.741,"Load=0.741 N, t=1497760 ms"
1,2026-01-10T23:09:28.530369,15.41647019982338,1497770,0.504,"Load=0.504 N, t=1497770 ms"
1,2026-01-10T23:09:28.540294,15.426394899375737,1497780,0.409,"Load=0.409 N, t=1497780 ms"
1,2026-01-10T23:09:28.550356,15.436457799747586,1497790,0.539,"Load=0.539 N, t=1497790 ms"
1,2026-01-10T23:09:28.560365,15.446466099470854,1497800,0.677,"Load=0.677 N, t=1497800 ms"
1,2026-01-10T23:09:28.570284,15.456384900026023,1497810,0.547,"Load=0.547 N, t=1497810 ms"
1,2026-01-10T23:09:28.580466,15.46656689979136,1497820,0.545,"Load=0.545 N, t=1497820 ms"
1,2026-01-10T23:09:28.590302,15.476403499953449,1497830,0.321,"Load=0.321 N, t=1497830 ms"
1,2026-01-10T23:09:28.600350,15.486451299861073,1497840,0.52,"Load=0.520 N, t=1497840 ms"
1,2026-01-10T23:09:28.610347,15.496448599733412,1497850,0.675,"Load=0.675 N, t=1497850 ms"
1,2026-01-10T23:09:28.620364,15.506465199403465,1497860,0.819,"Load=0.819 N, t=1497860 ms"
1,2026-01-10T23:09:28.630318,15.516419199295342,1497870,0.366,"Load=0.366 N, t=1497870 ms"
1,2026-01-10T23:09:28.640361,15.526462299749255,1497880,0.566,"Load=0.566 N, t=1497880 ms"
1,2026-01-10T23:09:28.650382,15.536481900140643,1497890,0.665,"Load=0.665 N, t=1497890 ms"
1,2026-01-10T23:09:28.660393,15.546494499780238,1497900,0.772,"Load=0.772 N, t=1497900 ms"
1,2026-01-10T23:09:28.670323,15.556423199363053,1497910,1.237,"Load=1.237 N, t=1497910 ms"
1,2026-01-10T23:09:28.680365,15.566465399228036,1497920,0.452,"Load=0.452 N, t=1497920 ms"
1,2026-01-10T23:09:28.690303,15.576403799466789,1497930,0.392,"Load=0.392 N, t=1497930 ms"
1,2026-01-10T23:09:28.700374,15.58647479955107,1497940,0.396,"Load=0.396 N, t=1497940 ms"
1,2026-01-10T23:09:28.710387,15.59648809954524,1497950,0.489,"Load=0.489 N, t=1497950 ms"
1,2026-01-10T23:09:28.720333,15.606432899832726,1497960,0.553,"Load=0.553 N, t=1497960 ms"
1,2026-01-10T23:09:28.730302,15.616402799263597,1497970,0.473,"Load=0.473 N, t=1497970 ms"
1,2026-01-10T23:09:28.740406,15.626506799831986,1497980,0.425,"Load=0.425 N, t=1497980 ms"
1,2026-01-10T23:09:28.750302,15.636401999741793,1497990,0.633,"Load=0.633 N, t=1497990 ms"
1,2026-01-10T23:09:28.760375,15.64647419936955,1498000,0.464,"Load=0.464 N, t=1498000 ms"
